expedientecum,consecutivocum,cantidad_cum,forma_farmaceutica,codigo_concentracion,unidad_cum,modalidad,vias_administracion,unidades_medida,familias_atc,numero_filas_fuente,numero_cantidades_ingrediente_distintas,numero_principios_activos,tipos_rol,numero_vias_administracion,numero_codigos_atc,numero_unidades_medida,numero_unidades_referencia,numero_tipos_rol,numero_actores,es_muestra_medica
19968255,2,30.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20084686,28,100.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRAVENOSA | SUBCUTANEA,mg,B,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,3.0,1.0,1.0,1.0,2.0,2.0,0
20127486,2,1.0,SIN DATO,S,U,IMPORTAR Y VENDER,INTRAVENOSA | ORAL,mbq,V,8.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,2.0,1.0,1.0,2.0,2.0,0
20028484,40,50.0,TABLETA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20236926,2,1.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,M,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,0
20067414,32,40.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20678,5,100.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,J,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19988878,1,100.0,SOLUCION INYECTABLE,A,ml,IMPORTAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mL,V,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,0
19993286,7,30.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,M,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
1980347,3,30.0,CAPSULA DURA,S,U,IMPORTAR Y VENDER,ORAL,mg,G,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20120223,1,5.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19910693,4,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA | SUBCUTANEA,mg,A,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,3.0,0
20131222,13,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,UI,G,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19929371,1,5.4,SOLUCION INYECTABLE,A,ml,FABRICAR Y VENDER,INTRADERMAL | PERINEURAL | SUBCUTANEA,mg,N,6.0,2.0,2.0,FABRICANTE,3.0,1.0,1.0,1.0,1.0,1.0,0
20043344,2,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20004919,5,36.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20032447,32,84.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19934265,6,48.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAVENOSA,g,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19966240,6,2.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19921043,8,50.0,CREMA TOPICA,D,g,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20232202,6,4.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,A,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,1
20262080,1,21.0,TABLETA CON CUBIERTA ENTERICA(GRAGEA),A,U,IMPORTAR Y VENDER,ORAL,mg,G,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20059808,15,2.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,2.0,1
20005709,8,3.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,VAGINAL,mg,G,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
37564,8,10.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
22542,1,50.0,SOLUCION INYECTABLE,A,ml,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRA-ARTICULAR | INTRATECAL | INTRAUTERINA | INTRAVENOSA | ORAL | RECTAL,mg,V,21.0,1.0,1.0,FABRICANTE | IMPORTADOR,7.0,1.0,1.0,1.0,2.0,3.0,0
111057,1,1.0,SOLUCION OFTALMICA,C,U,IMPORTAR Y VENDER,OFTÁLMICA,mg,S,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20213870,2,56.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20049944,3,14.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19942323,2,14.0,TABLETA CON RECUBRIMIENTO ENTÉRICO,A,U,IMPORTAR Y VENDER,ORAL,mg,C,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20126167,18,20.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,R,8.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,2.0,0
214314,1,5.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA | SUBCUTANEA,mcg,L,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,3.0,0
19926482,6,5.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20024886,5,90.0,TABLETA CUBIERTA (GRAGEA),A,U,IMPORTAR Y VENDER,ORAL,mg,V,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19957711,6,50.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19906457,3,8.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,6.0,3.0,3.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20016549,81,10.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19906379,1,12.0,CREMA TOPICA,D,g,FABRICAR Y VENDER,TOPICA (EXTERNA),g | millones,D,4.0,2.0,2.0,FABRICANTE,1.0,2.0,2.0,2.0,1.0,1.0,0
20075649,30,7.0,OVULO,A,U,FABRICAR Y VENDER,VAGINAL,mg,G,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,1
20208826,31,30.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,A,6.0,3.0,3.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20022571,10,28.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20033290,2,1.0,EMULSION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,g,B,48.0,18.0,24.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20163933,2,21.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,G,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20162036,3,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,B,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20047198,5,2.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
59502,6,60.0,TABLETA RECUBIERTA,A,U,IMPORTAR. ENVASAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20055055,16,4.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
19982663,1,15.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20049540,4,250.0,SOLUCION OFTALMICA,C,ml,FABRICAR Y VENDER,CONJUNTIVAL,mg,S,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20029758,29,12.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA | SUBCUTANEA,mg,L,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,1
19976553,1,1.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,N,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20243262,2,1.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,M,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19933951,9,100.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,V,20.0,10.0,10.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19996989,5,40.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20067255,25,80.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20084685,51,200.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRAVENOSA | SUBCUTANEA,mg,B,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,3.0,1.0,1.0,1.0,2.0,2.0,0
19931776,26,900.0,TABLETA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,8.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,0
19944635,1,30.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20114154,5,30.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20042629,3,1.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,g | mg,B,6.0,6.0,6.0,FABRICANTE,1.0,1.0,2.0,1.0,1.0,1.0,0
20130393,2,1000.0,JABON LIQUIDO,B,ml,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
218010,15,50.0,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE,E,U,FABRICAR Y VENDER,INTRAMUSCULAR,UI,J,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20022571,7,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20219309,1,30.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20016549,19,100.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20039588,22,10.0,SOLUCION ORAL,A,U,FABRICAR Y VENDER,ORAL,g | mg,A,5.0,5.0,5.0,FABRICANTE,1.0,1.0,2.0,1.0,1.0,1.0,0
50423,16,3000.0,GAS,F,m3,FABRICAR Y VENDER,INHALACION,%(v/v),V,9.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,9.0,0
20232772,5,2.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,A,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20045921,12,90.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
19955026,2,6.0,SUSPENSION OFTALMICA,C,U,FABRICAR Y VENDER,CONJUNTIVAL,mg,S,4.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,1
19943915,12,2.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20056069,5,1.0,CREMA TOPICA,D,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
35597,18,1.0,SUSPENSION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,A,6.0,2.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20002144,5,4.0,SOLUCION INYECTABLE,S,ml,IMPORTAR Y VENDER,INTRALESIONAL,UI | kiu | mg | umol,B,8.0,4.0,4.0,FABRICANTE | IMPORTADOR,1.0,1.0,4.0,1.0,2.0,2.0,0
19950727,149,300.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,BUCAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
22542,11,500.0,SOLUCION INYECTABLE,A,ml,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRA-ARTICULAR | INTRATECAL | INTRAUTERINA | INTRAVENOSA | ORAL | RECTAL,mg,V,21.0,1.0,1.0,FABRICANTE | IMPORTADOR,7.0,1.0,1.0,1.0,2.0,3.0,0
20057639,8,70.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20097607,37,100.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,G | N,2.0,1.0,1.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,0
20232639,1,30.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19972534,1,1.0,SOLUCION ORAL,S,U,IMPORTAR Y VENDER,ORAL,mcg,J,10.0,4.0,5.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
32392,3,100.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,ORAL,mg,A,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
22543,6,100.0,SOLUCION INYECTABLE,A,ml,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRA-ARTICULAR | INTRAVENOSA | ORAL | RECTAL,mg,V,15.0,1.0,1.0,FABRICANTE | IMPORTADOR,5.0,1.0,1.0,1.0,2.0,3.0,0
19975067,8,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20095543,9,10.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,R,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19992272,32,20.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
19984840,12,20.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19989532,1,60.0,JARABE,A,ml,FABRICAR Y VENDER,ORAL,mg,R,4.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19954948,19,7.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19978668,1,1.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA | SUBCUTANEA,UI,B,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,3.0,0
20083397,6,100.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,N,2.0,1.0,1.0,FABRICANTE,2.0,1.0,1.0,1.0,1.0,1.0,0
20060286,6,840.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,1.0,0
20007986,14,10.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA | SUBCUTANEA,mg,B,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,0
20097708,25,100.0,CAPSULA BLANDA,A,U,IMPORTAR. ENVASAR Y VENDER,ORAL,mg,M,6.0,3.0,3.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19993840,1,16.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20112370,6,100.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A | M,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,2.0,1.0,1.0,0
19936765,3,100.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAMUSCULAR,mg,B,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
224493,2,1.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,B,U,IMPORTAR Y VENDER,ORAL,g,J,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
19922131,4,1.0,SOLUCION ORAL,B,U,IMPORTAR Y VENDER,ORAL,mg,R,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19912966,17,1000.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20044695,1,30.0,TABLETA CUBIERTA (GRAGEA),A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20261664,3,6.0,SUSPENSION ORAL,B,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20232817,5,15.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20001976,17,20.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20030796,1,30.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mcg,H,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
19936154,1,1.0,SUSPENSION OFTALMICA,C,U,FABRICAR Y VENDER,OFTÁLMICA,mg,S,4.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20065504,2,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20154866,3,30.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,G,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20082896,1,7.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,6.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20092192,6,30.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20093230,42,6.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20057155,9,500.0,SOLUCION ORAL,B,ml,FABRICAR Y VENDER,ORAL,g,A,5.0,5.0,5.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
19963423,20,120.0,COMPRIMIDO,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20169679,4,1.0,SOLUCIÓN CONCENTRADA PARA INFUSIÓN,S,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19931777,10,10.0,TABLETA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,8.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20084687,30,300.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRAVENOSA | SUBCUTANEA,mg,B,9.0,1.0,1.0,FABRICANTE | IMPORTADOR,3.0,1.0,1.0,1.0,2.0,3.0,0
20188546,11,4.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,BUCAL,mg,R,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20196076,10,1.0,SOLUCION ORAL,B,U,FABRICAR Y VENDER,ORAL,mg,B,9.0,9.0,9.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
20005669,2,120.0,LOCION,B,ml,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20238080,1,1.0,SOLUCION INYECTABLE,B,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20032447,21,70.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19915484,4,10.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20253293,1,1.0,SOLUCION ORAL,C,U,FABRICAR Y VENDER,ORAL,g,P,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20045158,5,21.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,J,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19965019,18,14.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20173116,5,30.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19939513,179,42.0,TABLETA BUCAL,A,U,FABRICAR Y VENDER,BUCAL,mg,R,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20040729,46,24.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,R,4.0,4.0,4.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20001852,18,8.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20002706,1,10.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,8.0,4.0,4.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,2.0,0
