expedientecum,consecutivocum,cantidad_cum,forma_farmaceutica,codigo_concentracion,unidad_cum,modalidad,vias_administracion,unidades_medida,familias_atc,numero_filas_fuente,numero_cantidades_ingrediente_distintas,numero_principios_activos,tipos_rol,numero_vias_administracion,numero_codigos_atc,numero_unidades_medida,numero_unidades_referencia,numero_tipos_rol,numero_actores,es_muestra_medica
20208204,2,30.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,B,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19905313,15,40.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20200366,1,10.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
28704,3,50.0,TABLETA MASTICABLE,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20007638,6,30.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20050148,1,1.0,SOLUCION OFTALMICA,C,U,FABRICAR Y VENDER,OFTÁLMICA,mg,S,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20187460,10,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,1
19942152,10,300.0,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,A,g,FABRICAR Y VENDER,INTRAVENOSA,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19967326,1,1.0,SUSPENSION ORAL,B,U,FABRICAR Y VENDER,ORAL,g,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20263357,19,5.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
19930255,10,20.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20040731,20,4.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
24281,2,500.0,SOLUCION ESTERIL PARA DIÁLISIS PERITONEAL,B,ml,FABRICAR Y VENDER,INTRAPERITONEAL,g | mg,B,5.0,5.0,5.0,FABRICANTE,1.0,1.0,2.0,1.0,1.0,1.0,0
20039017,65,10.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20122018,9,200.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
19982897,6,30.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,1
20005015,2,1.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INFUSIÓN INTRAVENOSA,UI,B,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
11415,6,100.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20052816,62,14.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20084685,54,500.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRA-ARTERIAL | INTRAVENOSA | SUBCUTANEA,mg,B,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,3.0,1.0,1.0,1.0,2.0,2.0,0
19965516,3,60.0,LOCION,B,ml,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19973372,4,1000.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,P,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20024180,10,20.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
52944,33,100.0,SOLUCION INYECTABLE,A,ml,IMPORTAR Y VENDER,INTRAVENOSA,mg,V,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20139204,1,28.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20048284,16,4.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
50786,19,20.0,SOLUCION ORAL,B,U,IMPORTAR Y VENDER,ORAL,g,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
49658,42,1.0,GAS,F,U,FABRICAR Y VENDER,INHALACION,m3,V,4.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,4.0,0
20052635,3,25.0,SOLUCION INYECTABLE,C,U,FABRICAR Y VENDER,INTRAMUSCULAR,mg,A,4.0,3.0,4.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20127891,115,4.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20076643,1,50.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20104152,3,3.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
39989,17,50.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20015903,8,1.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20090650,7,10.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,R,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
42216,1,460.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20087456,64,7.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20014719,1,30.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19961347,10,600.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19942618,23,15.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20087589,1,1.0,SOLUCION ESTERIL PARA IRRIGACION,A,U,FABRICAR Y VENDER,INTRAVESICAL,g,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20004919,9,200.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19929991,6,7.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20256114,4,56.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,B,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20081076,41,60.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20125211,2,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19953296,35,5.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,M,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,3.0,0
20082935,4,90.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,0
20169597,9,2.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20004918,3,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19993896,2,30.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,B,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20240516,1,30.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
229410,2,40.0,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,E,ml,FABRICAR Y VENDER,ORAL,g,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20027702,55,30.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mcg,H,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20269497,3,30.0,TABLETA ORODISPERSABLE,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20100516,2,120.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
19944706,1,1.0,POLVO,D,U,FABRICAR Y VENDER,ORAL,g,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19995394,3,4.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,1
20035560,14,40.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19929758,8,28.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
36637,18,7.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19908145,2,10.0,SOLUCION INYECTABLE,C,U,IMPORTAR Y VENDER,INTRAVENOSA,mcg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20318815,3,1.0,GAS,F,U,FABRICAR Y VENDER,INHALACION,%,V,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20068891,6,200.0,TABLETA RECUBIERTA,A,U,IMPORTAR. ENVASAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20243852,3,1.0,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,INTRAVENOSA,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20195709,14,14.0,TABLETA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19985550,7,14.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20068982,1,5.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20084575,11,30.0,CAPSULA CON CUBIERTA ENTERICA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,4.0,0
20269745,3,1.0,CREMA TOPICA,C,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20008867,12,100.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20080366,1,6.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19978839,10,8.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20067255,33,30.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,N,3.0,3.0,3.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19960905,26,900.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,UI,A,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19903245,5,120.0,SOLUCION TOPICA,B,ml,FABRICAR Y VENDER,TOPICA (EXTERNA),mL,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20020358,9,14.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20267294,2,6.0,TABLETA EFERVESCENTE,A,U,IMPORTAR Y VENDER,ORAL,mg,R,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20039588,51,9.0,SOLUCION ORAL,A,U,FABRICAR Y VENDER,ORAL,g | mg,A,5.0,5.0,5.0,FABRICANTE,1.0,1.0,2.0,1.0,1.0,1.0,1
19911014,4,3.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20200512,6,120.0,CAPSULA BLANDA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19948593,3,4.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20177279,1,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,M,6.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,6.0,0
20028103,2,1.0,SOLUCION INYECTABLE,S,U,IMPORTAR Y VENDER,SUBCUTANEA,mg,M,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20063203,2,1.0,SOLUCION INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAVENOSA,mcg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
31836,20,28.0,POLVO PARA RECONSTITUIR A SOLUCION ORAL,D,U,FABRICAR Y VENDER,ORAL,g,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20254578,33,36.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,0
20121750,4,30.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,4.0,1.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20086945,4,32.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,A,4.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19914809,31,80.0,TABLETA CUBIERTA (GRAGEA),A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20005881,7,4.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,P,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
225311,3,13.0,SOLUCION OTICA,D,ml,IMPORTAR Y VENDER,OTICO AURICULAR,g,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20243399,1,10.0,POLVO PARA SOLUCIÓN INYECTABLE,A,U,IMPORTAR Y VENDER,INTRAMUSCULAR | INTRAVENOSA,mg,A,4.0,1.0,1.0,FABRICANTE | IMPORTADOR,2.0,1.0,1.0,1.0,2.0,2.0,0
19982939,1,2.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20071262,55,2.0,SUSPENSION ORAL,A,U,FABRICAR Y VENDER,ORAL,g,A,3.0,2.0,3.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,1
51602,3,50.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,C,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
39916,6,10.0,TABLETA RECUBIERTA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,J,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,1
20266807,2,20.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20004812,8,30.0,GAS,F,kg,FABRICAR Y VENDER,SUBCUTANEA,%,V,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19984840,25,10.0,TABLETA,A,U,IMPORTAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20276827,3,14.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR Y VENDER,ORAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20094916,31,60.0,CAPSULA BLANDA,A,U,FABRICAR Y VENDER,ORAL,mg,M,4.0,4.0,4.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20269859,3,10.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20119166,20,2.5,GAS,F,m3,FABRICAR Y VENDER,INHALACION,v/v,V,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19907388,4,20.0,CAPSULA DURA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
20065415,36,14.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20177540,1,1.0,EMULSIÓN,B,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20068732,28,40.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,C,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,2.0,1.0,1.0,1
20256166,1,1.0,CREMA VAGINAL,C,U,FABRICAR Y VENDER,VAGINAL,g,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20058288,16,60.0,GEL TOPICO,D,g,IMPORTAR Y VENDER,TOPICA (EXTERNA),g,M,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19941277,1,48.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,M,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20052210,27,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,G,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19995087,5,20.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAVENOSA,mg,J,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
218006,12,50.0,POLVO ESTERIL PARA RECONSTITUIR A SUSPENSIONINYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR,UI,J,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19962531,15,5.0,TABLETA,A,U,IMPORTAR. ENVASAR Y VENDER,ORAL,mg,N,4.0,2.0,2.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,2.0,2.0,2.0,0
210735,11,56.0,CAPSULA DURA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,A,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
47085,2,2.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,N,2.0,2.0,2.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
219368,8,1.0,UNGUENTO TOPICO,D,U,FABRICAR Y VENDER,TOPICA (EXTERNA),g,D,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,1
20102056,1,2.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,N,4.0,4.0,4.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20020235,7,15.0,SOLUCION INYECTABLE,A,U,FABRICAR Y VENDER,INTRAMUSCULAR,mg,M,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
20240762,2,5.0,SOLUCION OFTALMICA,A,ml,IMPORTAR Y VENDER,OFTÁLMICA,mg,S,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
20177233,8,5.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,B,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
19935527,14,3.0,TABLETA RECUBIERTA,A,U,IMPORTAR Y VENDER,ORAL,mg,C,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19914355,4,60.0,TABLETA CUBIERTA CON PELICULA,A,U,IMPORTAR. SEMIELABORAR Y VENDER,ORAL,mg,N,3.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,3.0,0
20084050,56,40.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,N,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19975921,6,20.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,A,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19956780,6,100.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,M,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
20075649,33,10.0,OVULO,A,U,FABRICAR Y VENDER,VAGINAL,mg,G,4.0,2.0,2.0,FABRICANTE,1.0,2.0,1.0,1.0,1.0,1.0,1
31836,57,30.0,POLVO PARA RECONSTITUIR A SOLUCION ORAL,D,U,FABRICAR Y VENDER,ORAL,g,A,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19967654,2,5.0,SOLUCION PARA USO TRANSDERMICO(PARCHE),A,U,IMPORTAR Y VENDER,TRANSDERMAL,mg,N,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,0
19930138,4,28.0,TABLETA RECUBIERTA,A,U,FABRICAR Y VENDER,ORAL,mg,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19983583,3,50.0,CAPSULA DE LIBERACION PROLONGADA,A,U,IMPORTAR Y VENDER,ORAL,mg,L,2.0,1.0,1.0,FABRICANTE | IMPORTADOR,1.0,1.0,1.0,1.0,2.0,2.0,1
202236,3,5.0,CAPSULA DURA,A,U,FABRICAR Y VENDER,ORAL,mg,J,2.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,2.0,0
19963530,2,100.0,TABLETA,A,U,FABRICAR Y VENDER,ORAL,mg,R,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
19959943,3,14.0,TABLETA CUBIERTA CON PELICULA,A,U,FABRICAR Y VENDER,ORAL,mg,B,1.0,1.0,1.0,FABRICANTE,1.0,1.0,1.0,1.0,1.0,1.0,0
